,ID,Gender,Car,Realty,Children,Salary,Income_Type,Education,Family_Status,House_Type,AGE,EXPERIENCE,Occupation_Type,Family_Size,Risk,ACCOUNT_DURATION
10914,5046134,1,0,1,0,81000.0,0,2,1,0,65.12,0.0,12,1.0,0,4
10915,5046135,1,0,0,0,225000.0,2,2,1,2,48.7,11.1,4,1.0,0,60
10917,5046138,1,0,0,0,225000.0,2,2,1,2,48.7,11.1,4,1.0,0,1
10918,5046140,0,0,1,0,126000.0,2,2,0,0,44.2,2.8,15,2.0,0,17
10919,5046141,0,0,1,0,126000.0,2,2,0,0,44.2,2.8,15,2.0,0,43
10920,5046142,1,1,0,0,180000.0,2,1,0,3,30.3,5.8,4,2.0,0,12
10922,5046144,1,1,0,0,180000.0,2,1,0,3,30.3,5.8,4,2.0,0,44
10924,5046147,1,1,0,0,180000.0,2,1,0,3,30.3,5.8,4,2.0,0,36
10925,5046148,0,1,1,0,90000.0,2,2,0,0,52.1,7.1,3,2.0,0,38
10926,5046150,0,1,1,0,90000.0,2,2,0,0,52.1,7.1,3,2.0,0,18
10927,5046151,0,1,1,0,90000.0,2,2,0,0,52.1,7.1,3,2.0,0,51
10928,5046152,0,1,1,0,90000.0,2,2,0,0,52.1,7.1,3,2.0,0,15
10929,5046153,0,1,1,0,90000.0,2,2,0,0,52.1,7.1,3,2.0,0,55
10931,5046156,0,1,1,0,45000.0,0,1,0,0,61.5,0.0,12,2.0,0,2
10932,5046157,0,1,1,0,45000.0,0,1,0,0,61.5,0.0,12,2.0,0,35
10933,5046158,0,1,1,0,45000.0,0,1,0,0,61.5,0.0,12,2.0,0,9
10934,5046159,0,1,1,0,45000.0,0,1,0,0,61.5,0.0,12,2.0,0,13
10936,5046161,0,1,1,0,45000.0,0,1,0,0,61.5,0.0,12,2.0,0,20
10938,5046165,1,1,1,0,225000.0,2,1,0,0,39.1,6.7,8,2.0,0,60
10939,5046169,1,0,1,0,180000.0,2,2,0,0,54.9,4.7,17,2.0,0,24
10940,5046170,1,1,0,0,180000.0,2,2,1,0,55.2,0.3,6,1.0,0,15
10941,5046171,1,1,0,0,180000.0,2,2,1,0,55.2,0.3,6,1.0,0,21
10942,5046172,1,1,0,0,180000.0,2,2,1,0,55.2,0.3,6,1.0,0,22
10943,5046175,0,0,1,0,67500.0,0,2,1,0,66.2,0.0,12,1.0,0,13
10945,5046177,0,0,0,1,202500.0,2,2,0,0,31.4,8.3,8,3.0,0,7
10946,5046178,0,0,0,1,202500.0,2,2,0,0,31.4,8.3,8,3.0,0,44
10948,5046180,0,0,0,1,202500.0,2,2,0,0,31.4,8.3,8,3.0,0,30
10949,5046181,0,0,0,1,202500.0,2,2,0,0,31.4,8.3,8,3.0,0,33
10950,5046182,0,0,1,0,67500.0,2,2,0,0,49.1,11.2,12,2.0,0,19
10951,5046183,0,0,1,2,115200.0,2,2,0,0,40.9,1.11,8,4.0,0,22
10952,5046184,0,0,1,2,115200.0,2,2,0,0,40.9,1.11,8,4.0,0,18
10953,5046185,0,1,1,0,103500.0,0,2,0,0,55.11,0.0,12,2.0,0,37
10955,5046189,0,1,1,0,103500.0,0,2,0,0,55.11,0.0,12,2.0,0,42
10956,5046190,1,1,1,2,270000.0,2,1,0,0,47.4,1.6,10,4.0,0,42
10957,5046191,1,1,1,2,270000.0,2,1,0,0,47.4,1.6,10,4.0,0,17
10958,5046192,1,1,1,2,270000.0,2,1,0,0,47.4,1.6,10,4.0,0,37
10959,5046205,1,1,1,2,90000.0,0,2,0,0,60.1,0.0,12,4.0,0,8
10961,5046208,1,0,1,1,157500.0,2,2,0,0,33.1,7.5,17,3.0,0,13
10962,5046212,0,0,1,0,81000.0,0,2,0,0,56.12,0.0,12,2.0,0,9
10963,5046213,0,0,1,0,112500.0,0,2,0,0,62.5,0.0,12,2.0,0,12
10965,5046216,0,0,1,0,112500.0,0,2,0,0,62.5,0.0,12,2.0,0,3
10966,5046217,0,0,1,0,112500.0,0,2,0,0,62.5,0.0,12,2.0,0,15
10967,5046218,0,0,1,0,112500.0,0,2,0,0,62.5,0.0,12,2.0,0,34
10969,5046223,0,0,1,0,112500.0,0,2,0,0,62.5,0.0,12,2.0,0,46
10971,5046225,0,0,1,0,112500.0,0,2,0,0,62.5,0.0,12,2.0,0,11
10974,5046228,0,0,1,0,112500.0,0,2,0,0,62.5,0.0,12,2.0,0,9
10976,5046231,0,0,1,0,112500.0,0,2,0,0,62.5,0.0,12,2.0,0,7
10977,5046232,1,1,1,0,112500.0,2,2,1,0,28.8,7.6,4,1.0,0,27
10978,5046233,1,1,1,0,112500.0,2,2,1,0,28.8,7.6,4,1.0,0,22
10979,5046234,1,1,1,0,112500.0,2,2,1,0,28.8,7.6,4,1.0,0,23
10980,5046235,1,1,1,0,112500.0,2,2,1,0,28.8,7.6,4,1.0,0,14
10981,5046236,0,0,1,1,180000.0,2,1,0,0,52.8,9.5,10,3.0,0,50
10982,5046237,0,0,1,1,180000.0,2,1,0,0,52.8,9.5,10,3.0,0,59
10983,5046238,1,1,1,0,112500.0,0,2,0,0,50.11,0.0,12,2.0,0,41
10984,5046239,1,1,1,0,112500.0,0,2,0,0,50.11,0.0,12,2.0,0,42
10985,5046241,1,1,0,2,292500.0,2,2,0,0,36.1,3.5,8,4.0,0,15
10986,5046242,1,1,0,2,292500.0,2,2,0,0,36.1,3.5,8,4.0,0,8
10987,5046243,1,1,0,2,292500.0,2,2,0,0,36.1,3.5,8,4.0,0,5
10989,5046245,0,0,1,0,112500.0,0,2,0,0,57.1,0.0,12,2.0,0,47
10990,5046246,0,0,1,0,112500.0,0,2,0,0,57.1,0.0,12,2.0,0,13
10991,5046248,0,0,1,0,112500.0,0,2,0,0,57.1,0.0,12,2.0,0,55
10992,5046249,0,0,1,0,112500.0,0,2,0,0,57.1,0.0,12,2.0,0,37
10994,5046251,0,0,1,0,112500.0,0,2,0,0,57.1,0.0,12,2.0,0,40
10995,5046252,0,0,1,0,112500.0,0,2,0,0,57.1,0.0,12,2.0,0,9
10998,5046257,0,0,1,0,112500.0,0,2,0,0,57.1,0.0,12,2.0,0,25
10999,5046259,0,0,1,0,157500.0,2,2,0,0,49.4,6.5,12,2.0,0,29
11000,5046260,0,0,1,0,157500.0,2,2,0,0,49.4,6.5,12,2.0,0,8
11001,5046261,0,0,1,0,333000.0,0,2,1,0,60.1,0.0,12,1.0,0,5
11002,5046262,0,0,1,0,333000.0,0,2,1,0,60.1,0.0,12,1.0,0,21
11003,5046263,0,0,1,0,333000.0,0,2,1,0,60.1,0.0,12,1.0,0,22
11004,5046264,0,0,1,0,333000.0,0,2,1,0,60.1,0.0,12,1.0,0,26
11006,5046266,0,0,1,0,333000.0,0,2,1,0,60.1,0.0,12,1.0,0,60
11007,5046267,0,0,1,0,333000.0,0,2,1,0,60.1,0.0,12,1.0,0,20
11008,5046268,0,1,1,1,157500.0,2,2,1,0,29.2,3.5,13,2.0,0,5
11011,5046271,0,1,1,1,157500.0,2,2,1,0,29.2,3.5,13,2.0,0,4
11012,5046273,1,1,1,1,58500.0,2,2,0,0,37.9,7.8,4,3.0,0,10
11013,5046276,0,0,0,1,99000.0,2,2,0,1,44.6,8.11,0,3.0,0,54
11014,5046277,0,0,0,1,99000.0,2,2,0,1,44.6,8.11,0,3.0,0,52
11016,5046281,0,1,1,0,90000.0,2,2,0,0,30.7,5.2,15,2.0,0,55
11017,5046282,0,0,1,0,67050.0,0,1,0,0,66.7,0.0,12,2.0,0,23
11018,5046283,0,0,1,0,67050.0,0,1,0,0,66.7,0.0,12,2.0,0,35
11019,5046284,0,0,1,0,67050.0,0,1,0,0,66.7,0.0,12,2.0,0,2
11020,5046286,0,1,1,0,90000.0,0,2,1,0,57.8,0.0,12,1.0,0,46
11021,5046287,0,1,1,0,90000.0,0,2,1,0,57.8,0.0,12,1.0,0,30
11022,5046288,0,1,1,0,90000.0,0,2,1,0,57.8,0.0,12,1.0,0,8
11023,5046296,0,1,1,1,72000.0,2,2,0,0,46.11,3.5,15,3.0,0,45
11024,5046297,0,1,1,1,72000.0,2,2,0,0,46.11,3.5,15,3.0,0,25
11025,5046298,0,1,1,1,72000.0,2,2,0,0,46.11,3.5,15,3.0,0,12
11026,5046299,0,1,1,1,72000.0,2,2,0,0,46.11,3.5,15,3.0,0,4
11027,5046300,1,1,1,0,380250.0,2,2,0,0,54.12,17.4,12,2.0,0,12
11028,5046301,1,1,1,0,380250.0,2,2,0,0,54.12,17.4,12,2.0,0,33
11029,5046302,1,1,1,0,380250.0,2,2,0,0,54.12,17.4,12,2.0,0,7
11030,5046303,1,1,1,0,380250.0,2,2,0,0,54.12,17.4,12,2.0,0,27
11031,5046305,1,1,1,0,380250.0,2,2,0,0,54.12,17.4,12,2.0,0,45
11032,5046306,1,1,1,0,380250.0,2,2,0,0,54.12,17.4,12,2.0,0,46
11033,5046307,1,1,1,0,380250.0,2,2,0,0,54.12,17.4,12,2.0,0,44
11034,5046308,0,1,1,0,135000.0,2,1,0,0,28.8,2.9,15,2.0,0,8
11035,5046309,0,0,1,0,90000.0,0,2,0,0,63.4,0.0,12,2.0,0,5
11036,5046310,1,0,1,0,157500.0,2,2,1,0,32.5,2.9,10,1.0,0,5
11037,5046311,1,0,1,0,157500.0,2,2,1,0,32.5,2.9,10,1.0,0,16
11038,5046313,1,1,1,0,315000.0,2,2,0,0,59.2,4.4,10,2.0,0,16
11039,5046314,1,1,1,0,315000.0,2,2,0,0,59.2,4.4,10,2.0,0,40
11040,5046315,1,1,1,0,315000.0,2,2,0,0,59.2,4.4,10,2.0,0,12
11042,5046317,0,0,1,0,180000.0,2,2,0,0,45.2,7.7,12,2.0,0,43
11043,5046318,0,0,1,0,180000.0,2,2,0,0,45.2,7.7,12,2.0,0,33
11044,5046321,0,0,1,0,135000.0,0,2,0,0,63.0,0.0,12,2.0,0,28
11045,5046323,0,0,1,1,157500.0,2,2,0,0,42.4,6.2,9,3.0,0,13
11046,5046325,0,0,1,1,157500.0,2,2,0,0,42.4,6.2,9,3.0,0,40
11047,5046326,0,0,1,1,157500.0,2,2,0,0,42.4,6.2,9,3.0,0,5
11048,5046327,0,0,1,1,157500.0,2,2,0,0,42.4,6.2,9,3.0,0,22
11049,5046329,0,0,1,0,90000.0,0,2,0,0,56.9,0.0,12,2.0,0,1
11050,5046330,0,0,1,0,90000.0,0,2,0,0,56.9,0.0,12,2.0,0,5
11051,5046331,0,0,1,0,90000.0,0,2,0,0,56.9,0.0,12,2.0,0,4
11053,5046333,0,1,1,1,112500.0,2,2,0,0,36.1,6.7,8,3.0,0,24
11054,5046334,0,0,0,0,112500.0,2,2,0,0,65.11,5.11,12,2.0,0,3
11055,5046335,0,0,0,0,112500.0,2,2,0,0,65.11,5.11,12,2.0,0,2
11056,5046336,0,0,0,1,85500.0,2,2,0,0,27.12,2.5,0,3.0,0,21
11057,5046337,0,0,0,1,85500.0,2,2,0,0,27.12,2.5,0,3.0,0,14
11058,5046338,1,0,1,1,180000.0,2,2,0,0,28.12,4.7,12,3.0,0,12
11059,5046341,1,0,1,1,180000.0,2,2,0,0,28.12,4.7,12,3.0,0,37
11060,5046342,1,0,1,1,180000.0,2,2,0,0,28.12,4.7,12,3.0,0,39
11061,5046343,1,0,1,1,180000.0,2,2,0,0,28.12,4.7,12,3.0,1,53
11062,5046347,1,0,1,1,180000.0,2,2,0,0,28.12,4.7,12,3.0,0,53
11064,5046349,1,1,0,0,202500.0,2,2,0,0,44.5,7.0,17,2.0,0,12
11065,5046350,1,1,0,0,202500.0,2,2,0,0,44.5,7.0,17,2.0,0,23
11068,5046353,1,1,0,0,202500.0,2,2,0,0,44.5,7.0,17,2.0,0,24
11069,5046356,1,1,0,0,202500.0,2,2,0,0,44.5,7.0,17,2.0,0,31
11071,5046359,1,1,0,0,202500.0,2,2,0,0,44.5,7.0,17,2.0,0,16
11072,5046360,0,0,1,0,90000.0,2,2,0,3,39.5,0.4,15,2.0,0,14
11075,5046364,0,0,0,0,139500.0,2,2,0,0,41.1,3.4,15,2.0,0,37
11076,5046366,0,0,1,0,279000.0,0,2,0,0,59.11,0.0,12,2.0,0,13
11077,5046367,0,0,1,0,279000.0,0,2,0,0,59.11,0.0,12,2.0,0,21
11078,5046368,0,0,1,0,279000.0,0,2,0,0,59.11,0.0,12,2.0,0,5
11079,5046369,0,0,1,0,120150.0,2,2,1,0,60.1,2.6,17,1.0,0,43
11080,5046370,0,0,1,0,120150.0,2,2,1,0,60.1,2.6,17,1.0,0,32
11081,5046371,0,0,1,0,120150.0,2,2,1,0,60.1,2.6,17,1.0,0,31
11082,5046372,0,0,1,0,120150.0,2,2,1,0,60.1,2.6,17,1.0,0,24
11083,5046373,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,13
11084,5046374,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,49
11085,5046376,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,7
11086,5046377,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,2
11087,5046378,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,10
11088,5046379,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,44
11089,5046380,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,19
11090,5046381,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,12
11092,5046383,0,0,0,0,180000.0,2,1,0,0,53.7,5.2,8,2.0,0,1
11093,5046384,0,0,1,0,117000.0,0,1,0,0,58.8,0.0,12,2.0,0,6
11094,5046385,0,0,1,0,117000.0,0,1,0,0,58.8,0.0,12,2.0,0,24
11095,5046388,0,0,1,0,117000.0,0,1,0,0,58.8,0.0,12,2.0,0,30
11101,5046394,0,0,1,0,117000.0,0,1,0,0,58.8,0.0,12,2.0,0,17
11102,5046395,0,0,1,0,117000.0,0,1,0,0,58.8,0.0,12,2.0,0,15
11103,5046396,0,0,1,0,117000.0,0,1,0,0,58.8,0.0,12,2.0,0,12
11104,5046398,0,0,1,0,157500.0,0,2,1,0,66.4,0.0,12,1.0,0,31
11105,5046399,0,0,1,0,157500.0,0,2,1,0,66.4,0.0,12,1.0,0,53
11106,5046400,0,0,1,0,157500.0,0,2,1,0,66.4,0.0,12,1.0,0,33
11107,5046401,0,0,1,0,157500.0,0,2,1,0,66.4,0.0,12,1.0,0,41
11109,5046403,0,0,1,0,157500.0,0,2,1,0,66.4,0.0,12,1.0,0,25
11110,5046404,0,0,1,0,157500.0,0,2,1,0,66.4,0.0,12,1.0,0,21
11111,5046405,0,0,1,0,157500.0,0,2,1,0,66.4,0.0,12,1.0,0,5
11112,5046406,1,1,1,0,380250.0,2,2,0,0,59.7,3.9,17,2.0,0,21
11113,5046407,1,1,1,0,380250.0,2,2,0,0,59.7,3.9,17,2.0,0,50
11114,5046408,1,1,1,0,380250.0,2,2,0,0,59.7,3.9,17,2.0,0,6
11115,5046413,1,1,1,0,270000.0,2,1,0,0,39.7,4.3,12,2.0,0,25
11116,5046414,1,1,1,0,270000.0,2,1,0,0,39.7,4.3,12,2.0,0,2
11117,5046415,1,1,1,0,270000.0,2,1,0,0,39.7,4.3,12,2.0,0,26
11118,5046416,1,1,1,0,270000.0,2,1,0,0,39.7,4.3,12,2.0,0,54
11119,5046417,1,1,1,0,270000.0,2,1,0,0,39.7,4.3,12,2.0,0,28
11120,5046418,1,1,1,0,270000.0,2,1,0,0,39.7,4.3,12,2.0,0,14
11121,5046419,1,1,1,0,270000.0,2,1,0,0,39.7,4.3,12,2.0,0,23
11122,5046420,0,1,1,0,112500.0,0,2,0,0,58.7,0.0,12,2.0,0,16
11123,5046421,0,1,1,0,112500.0,0,2,0,0,58.7,0.0,12,2.0,0,32
11126,5046424,1,1,1,0,225000.0,2,2,0,0,29.1,1.5,8,2.0,0,12
11127,5046425,1,1,1,0,225000.0,2,2,0,0,29.1,1.5,8,2.0,0,15
11128,5046426,1,1,1,0,225000.0,2,2,0,0,29.1,1.5,8,2.0,0,10
11129,5046427,1,1,1,0,225000.0,2,2,0,0,29.1,1.5,8,2.0,0,7
11132,5046430,1,1,1,0,225000.0,2,2,0,0,29.1,1.5,8,2.0,0,9
11133,5046431,1,1,1,0,225000.0,2,2,0,0,29.1,1.5,8,2.0,0,6
11134,5046432,0,0,1,1,157500.0,2,1,0,0,38.8,13.7,8,3.0,0,1
11136,5046434,0,0,1,1,157500.0,2,1,0,0,38.8,13.7,8,3.0,0,27
11137,5046437,0,0,1,0,112500.0,2,2,0,0,58.0,10.8,12,2.0,0,33
11138,5046438,0,0,1,0,112500.0,2,2,0,0,58.0,10.8,12,2.0,0,57
11140,5046440,1,1,1,0,157500.0,2,1,0,0,45.11,1.3,3,2.0,0,17
11141,5046443,1,1,1,0,157500.0,2,1,0,0,45.11,1.3,3,2.0,0,35
11142,5046444,0,0,0,0,67500.0,2,2,0,3,44.1,0.3,1,2.0,0,43
11143,5046445,0,0,0,0,67500.0,2,2,0,3,44.1,0.3,1,2.0,0,34
11144,5046446,0,0,0,0,67500.0,2,2,0,3,44.1,0.3,1,2.0,0,26
11145,5046447,0,0,0,0,67500.0,2,2,0,3,44.1,0.3,1,2.0,0,54
11146,5046448,1,1,0,1,380250.0,2,1,0,0,33.4,1.5,10,3.0,0,9
11147,5046449,1,1,0,1,380250.0,2,1,0,0,33.4,1.5,10,3.0,0,12
11150,5046452,1,1,0,1,380250.0,2,1,0,0,33.4,1.5,10,3.0,0,6
11153,5046455,1,1,0,1,380250.0,2,1,0,0,33.4,1.5,10,3.0,0,13
11155,5046457,1,1,0,1,380250.0,2,1,0,0,33.4,1.5,10,3.0,0,11
11156,5046458,0,0,1,0,45000.0,0,2,1,0,64.11,0.0,12,1.0,0,30
11157,5046459,0,0,1,0,45000.0,0,2,1,0,64.11,0.0,12,1.0,0,22
11158,5046469,1,0,1,0,180000.0,2,2,0,0,41.8,14.6,8,2.0,0,14
11160,5046478,0,0,1,0,216000.0,2,1,0,0,54.7,12.8,3,2.0,0,11
11161,5046480,1,1,1,0,292500.0,2,2,0,3,27.4,0.11,4,2.0,0,17
11162,5046481,1,1,1,0,292500.0,2,2,0,3,27.4,0.11,4,2.0,0,43
11163,5046482,1,1,1,0,292500.0,2,2,0,3,27.4,0.11,4,2.0,0,24
11164,5046483,0,0,1,1,67500.0,2,1,0,0,30.6,2.8,10,3.0,0,10
11165,5046484,0,0,1,1,67500.0,2,1,0,0,30.6,2.8,10,3.0,0,11
11168,5046487,1,1,0,3,180000.0,2,2,0,0,43.1,2.4,4,5.0,0,12
11169,5046488,0,1,0,2,135000.0,2,2,1,0,29.1,4.8,17,3.0,0,6
11171,5046490,1,0,1,0,112500.0,2,2,1,0,23.1,2.0,8,1.0,0,4
11172,5046491,1,0,1,0,112500.0,2,2,1,0,23.1,2.0,8,1.0,0,2
11173,5046492,1,0,1,0,112500.0,2,2,1,0,23.1,2.0,8,1.0,0,3
11174,5046493,0,0,1,0,180000.0,0,2,0,0,59.0,0.0,12,2.0,0,22
11175,5046494,0,0,1,0,180000.0,0,2,0,0,59.0,0.0,12,2.0,0,21
11176,5046495,0,0,1,0,180000.0,0,2,0,0,59.0,0.0,12,2.0,0,39
11177,5046497,0,1,1,1,135000.0,2,2,0,0,40.2,2.1,15,3.0,0,39
11178,5046498,0,1,1,1,135000.0,2,2,0,0,40.2,2.1,15,3.0,0,38
11179,5046499,0,1,1,1,135000.0,2,2,0,0,40.2,2.1,15,3.0,0,3
11180,5046500,0,0,1,0,256500.0,2,1,1,0,53.8,2.8,10,1.0,0,37
11182,5046502,0,0,1,0,256500.0,2,1,1,0,53.8,2.8,10,1.0,0,5
11183,5046503,0,0,1,0,256500.0,2,1,1,0,53.8,2.8,10,1.0,0,25
11184,5046505,0,0,1,0,256500.0,2,1,1,0,53.8,2.8,10,1.0,0,35
11185,5046506,0,0,1,0,256500.0,2,1,1,0,53.8,2.8,10,1.0,0,6
11188,5046510,1,0,1,1,157500.0,2,2,0,0,36.5,1.5,4,3.0,0,47
11189,5046511,1,0,1,1,157500.0,2,2,0,0,36.5,1.5,4,3.0,0,57
11190,5046513,1,0,1,1,157500.0,2,2,0,0,36.5,1.5,4,3.0,0,19
11191,5046514,1,0,1,1,157500.0,2,2,0,0,36.5,1.5,4,3.0,0,2
11193,5046523,0,0,1,1,81000.0,2,2,0,0,41.2,3.12,3,3.0,0,28
11194,5046524,0,0,1,1,81000.0,2,2,0,0,41.2,3.12,3,3.0,0,24
11195,5046525,0,1,1,0,67500.0,2,2,0,0,53.2,10.8,15,2.0,0,40
11197,5046527,0,1,1,0,67500.0,2,2,0,0,53.2,10.8,15,2.0,0,26
11200,5046531,1,1,0,0,202500.0,0,1,0,0,55.4,0.0,12,2.0,0,19
11201,5046532,1,1,0,0,202500.0,0,1,0,0,55.4,0.0,12,2.0,0,39
11202,5046533,1,1,0,0,202500.0,0,1,0,0,55.4,0.0,12,2.0,0,43
11206,5046538,1,1,1,1,373500.0,2,1,0,1,35.7,3.3,3,3.0,0,39
11207,5046539,1,1,1,1,373500.0,2,1,0,1,35.7,3.3,3,3.0,0,55
11208,5046540,1,1,1,1,373500.0,2,1,0,1,35.7,3.3,3,3.0,0,21
11209,5046541,1,1,1,1,373500.0,2,1,0,1,35.7,3.3,3,3.0,0,9
11210,5046542,1,1,1,1,373500.0,2,1,0,1,35.7,3.3,3,3.0,0,8
11211,5046543,0,0,1,1,148500.0,2,2,0,0,41.3,2.3,6,3.0,0,31
11212,5046544,0,0,1,1,148500.0,2,2,0,0,41.3,2.3,6,3.0,0,20
11213,5046545,0,0,1,1,148500.0,2,2,0,0,41.3,2.3,6,3.0,0,53
11215,5046547,0,0,1,1,148500.0,2,2,0,0,41.3,2.3,6,3.0,0,56
11216,5046548,0,0,1,1,148500.0,2,2,0,0,41.3,2.3,6,3.0,0,19
11218,5046550,0,0,1,0,90000.0,2,1,1,0,49.8,1.1,8,1.0,0,33
11219,5046551,0,0,1,0,90000.0,2,1,1,0,49.8,1.1,8,1.0,0,50
11220,5046552,0,0,1,0,90000.0,2,1,1,0,49.8,1.1,8,1.0,0,54
11221,5046553,0,0,1,0,90000.0,2,1,1,0,49.8,1.1,8,1.0,0,10
11222,5046555,1,1,1,0,360000.0,2,1,0,0,47.3,13.4,8,2.0,0,17
11223,5046556,1,1,1,0,360000.0,2,1,0,0,47.3,13.4,8,2.0,0,26
11224,5046557,0,1,1,0,256500.0,2,1,0,0,38.8,7.3,0,2.0,0,26
11225,5046558,0,1,1,0,256500.0,2,1,0,0,38.8,7.3,0,2.0,0,27
11227,5046560,0,1,1,0,256500.0,2,1,0,0,38.8,7.3,0,2.0,0,16
11228,5046561,1,1,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,29
11229,5046562,1,1,1,0,135000.0,0,2,0,0,58.6,0.0,12,2.0,0,18
11230,5046564,1,0,0,1,337500.0,2,1,0,0,48.2,6.6,10,3.0,0,29
11232,5047636,0,0,1,3,202500.0,2,1,0,0,35.4,3.1,3,5.0,0,8
11233,5047637,0,0,1,3,202500.0,2,1,0,0,35.4,3.1,3,5.0,0,21
11234,5047638,0,0,1,3,202500.0,2,1,0,0,35.4,3.1,3,5.0,0,57
11235,5047640,0,0,1,3,202500.0,2,1,0,0,35.4,3.1,3,5.0,0,55
11236,5047641,0,0,1,3,202500.0,2,1,0,0,35.4,3.1,3,5.0,0,40
11237,5047647,0,0,1,1,247500.0,2,1,0,0,30.9,1.3,0,3.0,0,8
11238,5047648,0,0,1,1,247500.0,2,1,0,0,30.9,1.3,0,3.0,0,7
11239,5047650,0,1,0,1,162000.0,2,2,1,0,40.6,12.7,15,2.0,0,29
11240,5047651,0,1,0,1,162000.0,2,2,1,0,40.6,12.7,15,2.0,0,56
11242,5047653,0,1,0,1,162000.0,2,2,1,0,40.6,12.7,15,2.0,0,9
11245,5047658,0,1,0,1,162000.0,2,2,1,0,40.6,12.7,15,2.0,0,50
11246,5047659,0,1,0,1,162000.0,2,2,1,0,40.6,12.7,15,2.0,0,60
11248,5047665,0,0,1,1,67500.0,2,2,0,0,51.8,11.3,0,3.0,0,5
11249,5047667,0,0,0,0,90000.0,2,2,0,0,23.1,1.5,12,2.0,0,8
11250,5047668,0,0,0,1,180000.0,2,1,0,0,38.6,6.1,3,3.0,0,28
11251,5047669,0,0,0,1,180000.0,2,1,0,0,38.6,6.1,3,3.0,0,45
11252,5047670,0,0,0,1,180000.0,2,1,0,0,38.6,6.1,3,3.0,0,48
11253,5047671,0,0,0,1,180000.0,2,1,0,0,38.6,6.1,3,3.0,0,52
11254,5047672,0,0,0,1,180000.0,2,1,0,0,38.6,6.1,3,3.0,0,29
11256,5047674,0,0,0,1,180000.0,2,1,0,0,38.6,6.1,3,3.0,0,49
11257,5047675,0,0,0,1,180000.0,2,1,0,0,38.6,6.1,3,3.0,0,46
11260,5047678,0,0,0,1,180000.0,2,1,0,0,38.6,6.1,3,3.0,0,15
11261,5047679,1,1,1,0,135000.0,2,1,0,0,24.1,1.8,15,2.0,0,4
11262,5047680,1,1,1,0,135000.0,2,1,0,0,24.1,1.8,15,2.0,0,2
11263,5047681,1,1,1,0,135000.0,2,1,0,0,24.1,1.8,15,2.0,0,1
11265,5047683,1,1,1,0,135000.0,2,1,0,0,24.1,1.8,15,2.0,0,7
11266,5047684,1,1,1,0,135000.0,2,1,0,0,24.1,1.8,15,2.0,0,10
11267,5047688,0,0,1,0,99000.0,2,2,0,0,52.1,13.2,0,2.0,0,12
11268,5047689,0,0,1,0,99000.0,2,2,0,0,52.1,13.2,0,2.0,0,6
11269,5047690,0,0,1,3,103500.0,2,2,0,0,42.5,8.1,1,5.0,0,4
11270,5047691,0,0,1,3,103500.0,2,2,0,0,42.5,8.1,1,5.0,0,5
11271,5047692,1,1,1,0,157500.0,2,1,0,0,59.11,12.1,8,2.0,0,10
11272,5047693,1,1,1,0,157500.0,2,1,0,0,59.11,12.1,8,2.0,0,2
11273,5047694,0,0,0,0,202500.0,2,1,0,0,25.5,0.11,15,2.0,0,32
11274,5047695,0,0,0,0,202500.0,2,1,0,0,25.5,0.11,15,2.0,0,51
11275,5047696,0,0,0,0,202500.0,2,1,0,0,25.5,0.11,15,2.0,0,31
11276,5047699,0,1,1,0,112500.0,2,1,1,0,32.0,2.6,12,1.0,0,24
11277,5047700,0,1,1,0,112500.0,2,1,1,0,32.0,2.6,12,1.0,0,14
11278,5047703,1,0,1,0,135000.0,2,2,0,0,37.8,13.2,10,2.0,0,12
11279,5047704,0,0,1,2,157500.0,2,2,1,0,40.3,4.1,12,3.0,0,10
11280,5047706,0,0,1,2,157500.0,2,2,1,0,40.3,4.1,12,3.0,0,9
11281,5047707,0,0,1,2,157500.0,2,2,1,0,40.3,4.1,12,3.0,0,6
11282,5047708,0,0,1,0,76500.0,2,2,0,0,48.8,9.0,10,2.0,0,50
11283,5047709,0,0,1,0,76500.0,2,2,0,0,48.8,9.0,10,2.0,0,18
11284,5047710,0,0,1,0,76500.0,2,2,0,0,48.8,9.0,10,2.0,0,30
11285,5047716,0,0,1,0,76500.0,2,2,0,0,48.8,9.0,10,2.0,0,58
11286,5047723,0,0,0,0,85500.0,2,1,0,0,39.5,3.5,0,2.0,0,50
11287,5047726,0,0,1,0,157500.0,2,1,1,0,48.3,10.3,12,1.0,0,36
11288,5047727,0,0,1,0,157500.0,2,1,1,0,48.3,10.3,12,1.0,0,45
11289,5047728,0,0,1,0,157500.0,2,1,1,0,48.3,10.3,12,1.0,0,46
11290,5047729,0,0,1,1,112500.0,2,1,0,0,39.6,12.6,0,3.0,0,38
11291,5047730,0,0,1,1,112500.0,2,1,0,0,39.6,12.6,0,3.0,0,37
